titulo_servico,descricao_completa
Solicitação para implantação de canteiros  e dispositivos especiais,"## **O que é:**

Este serviço permite solicitar a implantação ou a legalização de canteiros ajardinados e dispositivos especiais em áreas públicas. Canteiros ajardinados são porções de terra cercadas por alvenaria e elevadas acima do nível do passeio, destinadas ao plantio de vegetação.

Dispositivos especiais fixos são elementos que impedem, de forma eficaz, o acesso indevido de veículos aos passeios. Ambos podem ser confeccionados conforme modelos previstos em legislação. Casos excepcionais ou projetos urbanísticos específicos devem ser licenciados junto à SC/SE-COR-VIAS.


## **Para que serve:**

Formalizar a solicitação para instalar ou legalizar canteiros ajardinados e dispositivos especiais, contribuindo para a melhoria paisagística e a segurança dos pedestres nas vias públicas. O serviço garante que as instalações estejam em conformidade com as normas municipais vigentes.


## **Quem pode solicitar:**

Proprietários de imóveis ou condomínios que desejam implantar ou legalizar canteiros ajardinados e/ou dispositivos especiais em frente às suas propriedades. A solicitação deve ser apresentada por um Profissional Responsável pelo Projeto Arquitetônico (PRPA) e um Profissional Responsável pela Execução da Obra (PREO)."
Informações sobre pensão alimentícia de dependente de servidor inativo ou pensionista,"## **O que é:**

Este serviço oferece informações detalhadas sobre a pensão alimentícia paga por servidores inativos (aposentados) do Previ-Rio. Ele abrange o cadastro de cotistas, o processo de pagamento e os benefícios disponíveis para esses dependentes.

A pensão é estabelecida por decisão judicial de uma Vara de Família e encaminhada ao Previ-Rio. O valor é debitado da remuneração bruta do servidor e pago diretamente à pessoa responsável pela guarda do menor, desde que haja ordem judicial específica e os requisitos de habilitação sejam cumpridos.


## **Para que serve:**

O serviço serve para garantir que os cotistas de pensão alimentícia recebam seus pagamentos e possam acessar benefícios assistenciais do Previ-Rio, como Previ-Educação ou Previ-Creche. Também permite a visualização do contracheque do cotista no Carioca Digital.

Além disso, há alguns motivos que podem levar ao bloqueio do pagamento da pensão, como a falta de recadastramento anual do servidor aposentado ou novas ordens judiciais para revisão de valores, troca de conta bancária, reversão ou suspensão.


## **Quem pode solicitar:**

Este serviço é destinado a servidores inativos (aposentados) que pagam pensão alimentícia e aos cotistas de pensão alimentícia (dependentes ou seus responsáveis legais)."
Revisão de Projeto de Alinhamento (P.A.),
Informações sobre implantação de área para embarque e desembarque,"## **O que é:**

Este serviço consiste na **implantação e regulamentação de áreas específicas para embarque e desembarque** de pessoas ou mercadorias. A solicitação é analisada pela Coordenadoria Técnica Regional da CET-Rio.

Após a aprovação, uma portaria é publicada em Diário Oficial, autorizando a criação da vaga e a instalação da sinalização viária necessária.


## **Para que serve:**

Criar e oficializar espaços dedicados para embarque e desembarque, contribuindo para a **organização do fluxo de veículos** e a **segurança dos usuários**. Isso garante que estabelecimentos e instituições tenham áreas designadas para suas operações.


## **Quem pode solicitar:**

Este serviço pode ser solicitado por **empresas e instituições**. É necessário que o requerimento seja apresentado em papel timbrado da instituição e assinado por um representante legal que figure no contrato social da empresa."
Conservação e manutenção de monumentos e chafarizes,"## **O que é:**

Este serviço é responsável pela limpeza e manutenção de monumentos e chafarizes localizados na cidade. As atividades incluem a remoção de pichações, reparos e a manutenção das bombas especiais instaladas nos chafarizes.

A Gerência de Monumentos e Chafarizes mantém uma programação permanente para a limpeza de chafarizes, incluindo lagos e monumentos, garantindo a conservação desses bens públicos. Além disso, realiza a manutenção das bombas especiais, que são fabricadas sob encomenda para esses equipamentos.


## **Para que serve:**

Garantir a conservação e o bom funcionamento dos monumentos e chafarizes públicos, assegurando que esses bens sejam mantidos limpos, livres de pichações e com suas estruturas íntegras, como as bombas dos chafarizes, em perfeito estado de uso.


## **Quem pode solicitar:**

Qualquer cidadão que identifique a necessidade de conservação ou manutenção em um monumento ou chafariz público."
Informações sobre multas da SMDU,
Informações sobre o Programa Hortas Cariocas,
Informações sobre a Contribuição para Custeio do Serviço de Iluminação Pública (COSIP),
Registro de engenheiros e empresas do ramo de ar-condicionado e ventilação mecânica,"## **O que é:**

Consiste no registro e na renovação anual do cadastro de engenheiros mecânicos e empresas que atuam no ramo de ar-condicionado e Ventilação Mecânica. O processo é gerenciado pela Gerência de Engenharia Mecânica (GEM) da Rioluz.


## **Para que serve:**

O registro e a renovação anual visam formalizar e manter atualizado o cadastro de profissionais e empresas junto à Rioluz. Isso permite que eles atuem de forma regularizada no projeto, instalação e conservação de sistemas de ar-condicionado e Ventilação Mecânica no município.


## **Quem pode solicitar:**

Este serviço pode ser solicitado por engenheiros mecânicos autônomos e empresas que atuam no ramo de ar-condicionado e ventilação mecânica.

- Para empresas, é necessário que o contrato social, registrado na Junta Comercial, inclua atividades de projeto, instalação ou conservação de sistemas de AC e/ou VM. Empresas que não possuem registro na Junta Comercial podem se inscrever exclusivamente para atividades de projeto.
- Cidadãos que necessitem de comprovação da habilitação de uma empresa junto à GEM: a orientação é solicitar à empresa escolhida a cópia da publicação do cadastro, junto à GEM, no Diário Oficial do Município do Rio de Janeiro."
ISS – Prorrogação de prazo para apresentação de impugnação ou recurso,
Revisão de pensão por falecimento,"## **O que é:**

Este serviço oferece informações e permite a abertura de um processo junto ao Previ-Rio para a revisão da pensão por falecimento. Ele é destinado a quem deseja questionar e solicitar a reavaliação dos valores recebidos em sua pensão.


## **Para que serve:**

Permitir que os pensionistas solicitem a revisão dos valores de sua pensão por falecimento do servidor, garantindo a correção e adequação da remuneração recebida. O processo busca assegurar que os valores estejam de acordo com as regras vigentes.


## **Quem pode solicitar:**

Este serviço pode ser solicitado por pensionistas que recebem pensão por falecimento de um segurado do Previ-Rio. É importante notar que este serviço não se aplica a quem recebe pensão alimentícia, que possui natureza diferente e não é um benefício do Previ-Rio."
Informações sobre implantação de área de lazer,
Instalação de rampa de acesso em vias públicas,"## O que é:

Este serviço permite solicitar a instalação de rampas de acesso em vias públicas. As solicitações para novas rampas passam por análise e parecer técnico da CET RIO antes de serem incluídas na programação de instalação.


## Para que serve:

Facilitar o acesso e a mobilidade de pessoas com deficiência ou mobilidade reduzida em vias públicas, promovendo a inclusão e a acessibilidade.


## Quem pode solicitar:

Qualquer cidadão pode solicitar este serviço. Para a solicitação, é necessário informar o bairro, rua e número da residência ou estabelecimento, além de um ponto de referência."
Certificado de Aceitação das Condições de Acessibilidade,"## **O que é:**

O Certificado de Aceitação das Condições de Acessibilidade é um documento oficial emitido pela Secretaria Municipal de Transportes (SMTR). Ele serve para atestar a correta execução de obras e instalações de equipamentos de acessibilidade e sinalizações necessárias.

Este certificado abrange intervenções como o rebaixamento de meio-fio, a sinalização de acessos de veículos em lotes e edificações diversas. Inclui também a instalação de sinaleiras em entradas e saídas de garagens, exigindo que a sinaleira esteja instalada e o meio-fio devidamente rebaixado para a vistoria.


## **Para que serve:**

Este serviço serve para garantir a conformidade e a aceitação oficial das obras de acessibilidade realizadas em imóveis, assegurando que os padrões e requisitos estabelecidos para o acesso de veículos e pedestres foram cumpridos, além de promover a segurança no trânsito.


## **Quem pode solicitar:**

Proprietários de imóveis, empresas responsáveis por edificações (residenciais, comerciais, mistas, industriais e de uso exclusivo) ou seus representantes legais que executaram obras de acessibilidade na cidade do Rio de Janeiro podem solicitar o certificado."
